,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
1366,Phenikaa University,Viet Nam,0.4575407005896663,0.0017545815534296,0.1039083253830414,0.0017545436251269,0.0017546366083749,0.0017545900999143,0.1363666533434003,0.0017548307965869,0.2916565732592119,0.0017545647412471,"['Running Time', 'Machine learning', 'Approximation algorithms', 'Constant Approximation', 'Knapsack Constraint', 'Linear programming', 'Approximate Ratio', 'Fast Streams', 'Size Constraints', 'Data science', 'Costs', 'Solution Quality', 'Finite Set', 'Cardinality', 'Set Of Elements', 'Streaming Algorithm', 'Detailed Algorithm', 'Total Cost', 'Fast Estimation', 'k-submodular maximization', 'Objective Function', 'Update Algorithm', 'knapsack constraint', 'Approximation algorithm', 'Near-optimal Solution', 'Sensor Placement', 'streaming algorithm', 'Machine learning algorithms', 'Social Networks', 'Linear Time', 'Facebook', 'Estimation Algorithm', 'Sensor placement', 'Candidate Solutions']",learning network data model neural,3,Artificial Intelligence
1367,Phetchabun Provincial Public Health Office,Thailand,0.2642479546366657,0.0090913483558354,0.0090924543216866,0.0090909720832469,0.0090909614553486,0.0090910950407331,0.6630184311097188,0.0090913052608339,0.0090917037113084,0.0090937740246221,['Not Available'],vaccine learning drug thai molecular,2,Pharmaceutical Science
1368,Phramongkutklao College of Medicine,Thailand,0.005266558883475,0.005263351664452,0.2960320539472297,0.0683683741383939,0.005263419431987,0.0052703452206166,0.0052640702952146,0.0052636577514917,0.0052652086677962,0.5987429599993428,"['Adverse event', 'Allergic reactions', 'Anaphylactoid reactions', 'Anaphylaxis', 'Drug allergy', 'Perioperative']",thailand social business based technology,1,Social and Business Studies
1369,Phuentsholing General Hospital,Thailand,0.005555558990439,0.0055559364277467,0.0687279560924882,0.1745571326218909,0.0055562236361607,0.0055555775775851,0.717824814002313,0.0055556542573804,0.0055555674437231,0.0055555789502724,"['Acetaminophen', 'Health knowledge, attitudes, practice', 'Paracetamol', 'Self medication']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1371,Phyto Product Research,Thailand,0.0083359087756583,0.0083346671296412,0.0083343686001705,0.008333725463111,0.9249811789627962,0.0083348375072905,0.0083380326720465,0.0083335912009534,0.0083380636978218,0.0083356259905101,"['Chitosan', 'Chromosome maintenance protein 1', 'Damnacanthal', 'Nanoparticles', 'Non-steroidal anti-inflammatory drugs- activated gene']",hiv thailand bone cells poly,5,Biomedical Research
1372,Pibulsongkram Rajabhat University,Thailand,0.009090910490205,0.0090919223135598,0.1150529086982104,0.0090924404442109,0.8122097937353198,0.009092027256376,0.0090909801364272,0.0090963854131087,0.0090916340337417,0.0090909974788402,"['Fish health', 'Gulf of Thailand', 'Histopathology', 'Short mackerel']",hiv thailand bone cells poly,5,Biomedical Research
1373,Pimpri Chinchwad College of Engineering,India,0.1009602351968903,0.0090941297346307,0.1170902462548615,0.0090928383848233,0.3852373425678229,0.0090912109132553,0.0090913724484457,0.0090941541338298,0.0090921766895757,0.3421562936758645,"['Image Quality', 'Preprocessing', 'Self-supervised Learning', 'Model Performance', 'Atmospheric modeling', 'Adaptive equalizers', 'Quality Metrics', 'Dualistic Sub Image Histogram Equalization', 'Contrast enhancement', 'Conditional Generative Adversarial Network', 'Histogram Equalization', 'Image Contrast', 'Image Quality Metrics', 'Color Channels', 'Contrast Limited Adaptive Histogram Equalization', 'Average Entropy', 'Computer vision', 'Input Image', 'Adaptive Histogram Equalization', 'Guided Filter', 'Range Of Pixel Values', 'Brightness preserving Bi-Histogram Equalization', 'Contrast Agent', 'Clear Image', 'Gamma Correction', 'White Balance', 'Contrast Enhancement Technique', 'Deep learning', 'Bright Images', 'Adaptive Gamma Correction with Weighted Distribution', 'Synthetic Images', 'Measurement', 'Deep Learning', 'Local Contrast', 'Transmission Map', 'Local Image', 'Convolutional Neural Network', 'Atmospheric Light', 'Adaptive systems', 'Image Dehazing', 'Histograms', 'Computational modeling', 'Generative Adversarial Networks', 'Depth Ratio']",hiv thailand bone cells poly,5,Biomedical Research
1374,Pohang University of Science and Technology,Singapore,0.1397849870650113,0.0111145252481137,0.0111112158222202,0.0111167234520393,0.0111111121465345,0.0111111117903971,0.1222274741203672,0.3555328042177696,0.0111111116317456,0.3157789345058011,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
1375,Polar Bear Tech,China,0.6797599936523342,0.0012197129277291,0.0785695753828317,0.1803557235596243,0.0012195601080731,0.0012196269008643,0.0155357513815518,0.0012195617301271,0.0396808446623404,0.0012196496945238,"['Privacy', 'Datapath', 'Modulo Operation', 'Plaintext', 'Encryption', 'Smart Card', 'Cloud computing', 'Costs', 'Servers', 'Throughput', 'Improve Energy Efficiency', 'Encryption And Decryption', 'Sparse Weight', 'Scalability', 'Paillier Homomorphic Encryption', 'Partial Sums', 'Memory Allocation', 'Workload Intensity', 'Heart']",learning network data model neural,3,Artificial Intelligence
1376,Police General Hospital,Thailand,0.0083357193251869,0.0083354350819733,0.0083340019822192,0.2454432818593082,0.4780784186258594,0.0083363045265957,0.0083339251776898,0.0083344611620996,0.2181336374715721,0.0083348147874954,['Not Available'],hiv thailand bone cells poly,5,Biomedical Research
1377,Politechnika Warszawska,France,0.005558073937662,0.0055602826972192,0.5535597431020088,0.0055559893709511,0.1013332482959184,0.1686057379560561,0.0055579533535819,0.1431513472128669,0.0055590425950744,0.0055585814786606,"['Hadron-Hadron scattering (experiments)', 'Top physics']",cancer health stress cell thailand,0,Medical Science
1378,Politecnico di Bari,France,0.0050001990914388,0.0050012935674076,0.0050002989867906,0.0050011609306899,0.0050002658986032,0.1965642006766052,0.0050004107556721,0.7634317271018707,0.005000258975337,0.0050001840155845,"['Hadron-Hadron scattering (experiments)', 'Higgs physics', 'Photon production']",carbon oil acid properties kidney,9,Chemical Science
1379,Politecnico di Milano,Italy,0.8428319683847202,0.001369942055143,0.001370177450979,0.1462077488128063,0.001369996741593,0.0013699277658445,0.0013701441261755,0.0013699431550105,0.0013700663021337,0.0013700852055939,"['SIMO', 'SAR', 'Focusing', 'Achievable Accuracy', 'Ambiguity', 'Point Target', 'Stability analysis', 'Slant Range', 'Satellites', 'Task analysis', 'Doppler', 'Interferometry', 'Aliasing Effect', 'False Targets', 'Interferometric Phase', 'Calibration', 'Spaceborne Synthetic Aperture Radar', 'Geoscience and remote sensing', 'Target Location', 'Estimation', 'Defocus']",learning network data model neural,3,Artificial Intelligence
1380,Politecnico di Torino,Germany,0.0012662317809412,0.4502135416366513,0.0012659290013706,0.0012659110249254,0.0012658583981746,0.0012660311163179,0.001265874269938,0.0012658952920637,0.5396587613066859,0.0012659661729311,"['Vehicle Traction', 'traction IPMSM', 'Industrial Applications', 'Electric vehicles', 'Space vehicles', 'Flux Linkage', 'Model Predictive Control', 'Sensorless Control', 'Flux Function', 'flux maps', 'Flux Observer', 'Speed Estimation', 'Power system measurements', 'Rotor Angle', 'Traction motors', 'electric vehicle', 'Switches', 'sensorless control', 'High Power Density', 'Inductance Value', 'Electrical Speed', 'Voltage Equation', 'observers', 'Current Measurements', 'magnetic saturation', 'Model-based Methods', 'Angle Estimation', 'Current Harmonics', 'Rotor Position', 'Torque', 'Operating Range', 'Electric Vehicle Traction', 'Angle Measurements', 'Traction Motor', 'Current Control', 'Extended Kalman Filter', 'Electric Vehicles', 'Sensorless control', 'Electromagnetic Torque', 'Machine Model', 'Torque Control', 'Linear Model', 'Torque Ripple']",energy power voltage analysis electric,8,Energy and Power Systems
1381,Politehnica University Timisoara,Romania,0.8652773181206277,0.1267218374947563,0.001000058175736,0.001000086917888,0.0010000188017933,0.0010000993911282,0.0010000577595444,0.0010000652122997,0.0010004024891998,0.001000055637026,"['Deterministic Policy Gradient', 'MADQN', 'artificial intelligence', 'Deep Learning', 'CPE', 'SD-WAN', 'Multi-agent', 'Reward Function', 'Broadband Internet', 'Wide area networks', 'Costs', 'Policy Gradient', 'Process control', 'Deep Reinforcement Learning', 'Actor Network', 'Response Time', 'Headquarters', 'Load management', 'Reinforcement learning', 'Wide Area Network', 'Branch Site', 'Optimal Policy', 'Single Control', 'Latency Constraints', 'Deep Q-network', 'Deep learning', 'Migration Cost', 'Neural Network', 'Limited Processing Capacity', 'Load Balancing', 'Simulation', 'Quality Of Experience', 'Control Plane', 'Processing Capacity']",learning network data model neural,3,Artificial Intelligence
1382,Politeknik Negeri Malang,Indonesia,0.9570739634444088,0.0011628763896086,0.0011628623452606,0.0011630920421751,0.0011628144607042,0.0011632129418512,0.0011629087941986,0.0011628416265388,0.0011629134264589,0.0336225145287948,"['Health Index', 'Artificial Neural Network Method', 'Prediction methods', 'Power System', 'Training Data', 'Social Loss', 'Input Parameters', 'Historical Dataset', 'Dissolved Gas', 'Random Forest', 'Prediction algorithms', 'Maintenance engineering', 'Artificial Intelligence', 'Prediction Accuracy', 'Machine Learning Models', 'Power system reliability', 'Transformer Oil', 'Expected life transformer', 'Power Outages', 'Costs', 'Artificial Neural Network', 'and Artificial Neural Network', 'Insulator State', 'Hidden Layer', 'Oil insulation', 'Electric Power System', 'Power transformer', 'Historical Model', 'Expert Judgment', 'Asset Management', 'Artificial neural networks', 'Health Indicators', 'Artificial Intelligence Algorithms', 'Support Vector Machine', 'Field Of Assessment', 'Electric Power', 'Calculation Of Index', 'Machine Learning', 'Artificial Neural Network Prediction', 'Output Parameters', 'Transformative Power']",learning network data model neural,3,Artificial Intelligence
1383,Polytechnic University of Bari,Italy,0.8182108368158734,0.0010639444885151,0.0010639463743022,0.0010640137803503,0.0010642066586572,0.0734556225180605,0.1008855676189769,0.0010639630467717,0.0010639541401351,0.001063944558357,"['Radiation Pattern', 'Graphene', 'Indoor Surfaces', 'optical transparency', 'Pellucida', 'Millimeter wave radar', 'TE Polarization', 'Beam Splitter', 'Sheet Resistance', 'Surface waves', 'graphene', 'Chemical Vapor Deposition', 'Programmable Metasurface', 'Antenna measurements', 'Coding Patterns', 'Square Wave', 'Normal Incidence', 'beam steering', 'Electromagnetic Wave', 'Optical reflection', 'reflecting intelligent surface', 'Radar cross-sections', 'Metasurfaces', 'metasurfaces', 'Radar Cross Section']",learning network data model neural,3,Artificial Intelligence
1384,Pondicherry University,Italy,0.0083345815400021,0.0083339794316031,0.0083335130600693,0.0083339660009337,0.0083340643476573,0.4937448071935628,0.0083370985761549,0.0083341340952739,0.4395802235247797,0.0083336322299628,"['Games', 'Computers', 'Cloud computing', 'Distributed computing', 'Data privacy', 'Security', 'Education']",control species activity antioxidant thailand,6,Environmental Science
1386,Populytics,Australia,0.924992291903228,0.0012347013424121,0.0012346058434951,0.0012346026171513,0.0012345921548778,0.0012346246278099,0.0012346203073567,0.0012345957873786,0.0651307274323376,0.0012346379839526,"['Ethical Framework', 'Design Process', 'Systematic Framework', 'Participatory Design', 'Semi-structured Interviews', 'Climate Change Mitigation', 'Economics', 'Autonomous systems', 'Climate Change', 'Environmental Values', 'Autonomous Drone', 'National Citizenship', 'group decision room', 'military technology', 'autonomous systems', 'University Human Research Ethics', 'Ethics', 'Design Requirements', 'Tree Planting', 'Data mining', 'Participation Rate', 'value sensitive design', 'Context Of Use', 'Weapons', 'Autonomic System', 'Additional Stakeholders', 'University Human Research', 'Human-in-the-loop', 'Drones', 'participatory value evaluation', 'System Design', 'International Humanitarian Law']",learning network data model neural,3,Artificial Intelligence
1387,Portland,China,0.7102783556341264,0.0012049952677118,0.2800809031040561,0.0012051079061922,0.0012049670413009,0.0012050248488548,0.0012050197188154,0.0012053513377879,0.0012051933215103,0.0012050818196438,"['Redundancy', 'Computer science', 'Quotient Values', 'Upper Bound', 'quotient digit selection table', 'Fourth Root', 'Inverse Square Root', 'Error Bounds', 'Upper bound', 'Square Root', 'High radix', 'Linear Function', 'Subintervals', 'Maximum And Minimum', 'Positive Integer', 'redundancy', 'SRT square root', 'SRT division', 'Software', 'Higher Radix', 'Algebraic Method', 'Step Function', 'Microprocessors', 'Indexes', 'Symbols', 'Divisor']",learning network data model neural,3,Artificial Intelligence
1388,Positive Young Women Voices,United Kingdom,0.0100006635622798,0.0100000000734242,0.0100055172935578,0.010001119249915,0.0100002157314385,0.5154483596570183,0.0100008231670858,0.0100008271546342,0.4045418636332671,0.0100006104773788,"['Adolescents', 'HIV', 'HIV service delivery', 'HIV testing', 'HIV treatment', 'Research agenda']",control species activity antioxidant thailand,6,Environmental Science
1389,Postgraduate Program in Aerospace Engineering,Mexico,0.6501275509653526,0.0881511717948534,0.0009438127885678,0.255115405717525,0.0009437773829543,0.0009436019422869,0.0009437813272416,0.0009436790670773,0.0009435980115744,0.0009436210025663,"['Learning Process', 'Markov Decision Process', 'Robot Dynamics', 'Robot Manipulator', 'Adaptive Law', 'Model-free Reinforcement Learning', 'Asymptotic stability', 'Stability Analysis', 'Self-tuning', 'Stability analysis', 'Recollection', 'Robot', 'Finite Time', 'Measurement', 'Damping', 'Function Approximation', 'Local Convergence', 'Temporal Differences', 'Asymptotically Stable', 'Tracking Error', 'Learning Mechanisms', 'Convergence Of Error', 'Computational modeling', 'Dynamic Programming', 'Sliding Mode', 'Expert Users', 'Proportional-integral-derivative', 'Damping Injection', 'Feedback Gain', 'Orthogonal Basis', 'Weight Vector', 'Adaptation models', 'Invariant Manifold', 'Actor Critic', 'Artificial neural networks', 'Presence Of Disturbances', 'Integral Sliding', 'Value Function', 'Centrifugal Force', 'Motor Learning']",learning network data model neural,3,Artificial Intelligence
1390,Power China Huadong Engineering Corporation Limited,China,0.9136771761544266,0.0012821936497617,0.0012823296041794,0.0012823132328073,0.0012832752035779,0.0012825019608879,0.0012822126565785,0.0012823786971155,0.0760633398292931,0.0012822790113717,"['Tunneling', 'Building Foundation', 'Constitutive Model', 'Shield Tunnel', 'Tunnel Construction', 'shield tunnel', 'Sandy Silt', 'Hydraulic systems', 'FEM Model', 'Analysis Steps', 'Absolute Difference', 'Software ABAQUS', 'Influence Of Constructs', 'Excavation Process', 'Buildings', 'numerical simulation', 'settlement', 'Roads', 'Solid modeling', 'North Side', 'sensitive buildings', 'Urban areas', 'Soil Layer', 'Stress Changes', 'Finite Element', 'Excavation Area', 'Layout', 'Southeast Corner', 'Shortest Distance', 'MJS pile']",learning network data model neural,3,Artificial Intelligence
1391,Powerchip Semiconductor Manufacturing Corporation,"Taiwan, Province Of China",0.7197387985365897,0.001162882268285,0.1353810353229387,0.0011629319109795,0.0011629190524231,0.1108797996583964,0.0011633944640337,0.0270224525491131,0.0011629061807216,0.0011628800565187,"['Semiconductor device reliability', 'Silicon', 'Metals', 'Contact Resistance', 'Very large scale integration', 'Contact resistance', 'Memory Bandwidth', 'Three-dimensional displays', 'Multiprocessor interconnection', 'Interconnected Network']",learning network data model neural,3,Artificial Intelligence
1392,Prapokklao Hospital,France,0.0076945573279337,0.007692479207399,0.4815650585432139,0.0076929349329052,0.0076929024145453,0.0076926693439878,0.0076946595484167,0.0076929395515289,0.0076937347162487,0.4568880644138203,['Not Available'],cancer health stress cell thailand,0,Medical Science
1393,Prasat Neurological Institute,Thailand,0.0111122421105844,0.0111120615935605,0.0111125593534992,0.0111121627510217,0.0111123417617783,0.5253693891021539,0.3857261577831899,0.0111168966348024,0.0111115866841619,0.0111146022252472,"['Albumin', 'Therapeutic plasma exchange']",control species activity antioxidant thailand,6,Environmental Science
1394,Prayagraj,India,0.5281271272363643,0.007143196149215,0.0071429654482277,0.0071430986732214,0.0071429052485594,0.3418685894678986,0.0071429836755823,0.0071428861649935,0.007143873000629,0.0800023749353083,"['Short-time Fourier Transform', 'Time Domain', 'Interpretable AI', 'Privacy', 'Machine learning', 'Lack Of Transparency', 'Non-zero Estimates', 'Predictive models', 'Interpretable Machine Learning', 'Stability analysis', 'Feature Values', 'Additives', 'Skewness', 'Machine Learning Models', 'Task analysis', 'Security', 'Learning Algorithms', 'Explainable AI', 'SHapley Additive exPlanations', 'Explainable Artificial Intelligence', 'Instances In The Dataset', 'Conditional Expectation', 'SHAP (SHapley Additive exPlanations)', 'Game Theory', 'Kurtosis', 'Complicated Models', 'Polynomial Of Degree', 'Black Box', 'AI', 'Spectral Bandwidth', 'Machine Learning', 'Summary Plots', 'LightGBM', 'Similar Explanation', 'Shapley Value']",learning network data model neural,3,Artificial Intelligence
1396,Presidency University,India,0.6443526648798483,0.1118447521666531,0.0020004489369046,0.0020001833978144,0.1297708026371033,0.0020001970852194,0.002000179829733,0.0020001998698356,0.102030294388684,0.0020002768082037,"['Financial Services Sector', 'Risk Management', 'Banking', 'Data Security', 'Cryptocurrencies', 'Smart Contracts', 'Financial Risk', 'Data Privacy', 'Supply Chain Management', 'Financial Industry', 'Blockchain technology', 'Finance', 'Bitcoin', 'Use Of Blockchain', 'Financial Sector', 'Financial Technology', 'Blockchain Applications', 'financial sector', 'Financial Data', 'International Transfer', 'Financial Services', 'Financial Services Industry', 'Big Data Analytics', 'Technological innovation', 'Medical services', 'Fintech', 'Supply Chain', 'Banking System', 'Big Data Applications', 'Surveys', 'Financial Management', 'Engineering Applications', 'Financial System', 'Supply chains', 'Big Data', 'Banking Sector', 'Banking industry', 'Program processors', 'Big data']",learning network data model neural,3,Artificial Intelligence
1397,Primate Research Institute,Thailand,0.010000078689769,0.0100015587445418,0.0100027126486479,0.0100035907174048,0.0100019855616307,0.0100032176007814,0.0100031219534146,0.909981671204536,0.0100002174641469,0.0100018454151262,"['multiple nipples', 'short tandem repeats', 'Thailand']",carbon oil acid properties kidney,9,Chemical Science
1398,Prince of Songkia University,Thailand,0.0083333633468405,0.0083359495131516,0.0083343241024747,0.0083346814565365,0.0083401624770372,0.008333996970881,0.0083334483611185,0.0083336892533631,0.1853774543306395,0.747942930187957,['Not Available'],thailand social business based technology,1,Social and Business Studies
1399,Prince of Songkla University,Thailand,0.006668693962033,0.0066683113700648,0.0066690840397216,0.610038563899113,0.0066677218364481,0.0066690681292313,0.006667964724914,0.3366152480673176,0.0066675733447881,0.0066677706263681,"['Amphotericin B', 'hemolytic; antifungal', 'nanostructured lipid carriers; aggregates', 'solid lipid nanoparticles']",covid 19 analysis optical acid,4,Disease Analysis
1400,Prince of Wales Hospital Hong Kong,China,0.6893522163754583,0.2306443929317906,0.0100002217231252,0.010000144783712,0.0100004521774819,0.0100000894778489,0.0100005459762514,0.0100010266117475,0.0100004299463819,0.0100004799962019,['Not Available'],learning network data model neural,3,Artificial Intelligence
1401,Princeton University,France,0.0043487221957581,0.0043478647329117,0.0043498694879395,0.9608623797654292,0.0043486076174701,0.0043479421578155,0.0043498010475052,0.0043482550172594,0.0043483072865319,0.004348250691379,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Jets']",covid 19 analysis optical acid,4,Disease Analysis
1403,Pune,China,0.0090965645366338,0.0090932327685257,0.0090918295224153,0.0090944728757438,0.0090946372767672,0.0090911246114986,0.0090912153495758,0.1380034029825581,0.009093173279454,0.7892503467968273,"['Heart', 'mind', 'psychocardiology', 'thalassemia']",thailand social business based technology,1,Social and Business Studies
1404,Purdue University,France,0.0050000709110963,0.0617525739060449,0.5713192116719921,0.0050003314394789,0.0050000285972347,0.331925759545023,0.0050003503613192,0.0050001104455158,0.0050003220552864,0.0050012410670084,['Not Available'],cancer health stress cell thailand,0,Medical Science
1405,Purdue University Northwest,France,0.0041686784722339,0.0041670007679933,0.5864960087184202,0.0041680738623775,0.0041673143151469,0.380164439564278,0.0041671029678207,0.0041672196560793,0.0041669056692318,0.0041672560064179,"['Hadron-Hadron scattering (experiments)', 'Heavy-ion collision', 'Quark gluon plasma']",cancer health stress cell thailand,0,Medical Science
1406,Purple Mountain Laboratories,China,0.0019616222187995,0.395119505497551,0.0019608039600585,0.001961210708454,0.0019608124056447,0.3146999450011211,0.0019608307683289,0.0019608279630142,0.2764536319400709,0.0019608095369568,"['Signal Bandwidth', 'Signal Rate', 'Output Signal', 'Analog multiplexer (AMUX)', 'heterojunction bipolar transistor (HBT)', 'Spectral Efficiency', 'Optical frequency conversion', 'BiCMOS Technology', 'High Gain', 'Differential Pair', 'Bipolar Transistor', 'III-V semiconductor materials', 'BiCMOS integrated circuits', 'Clock Signal', 'Frequency modulation', 'SiGe BiCMOS Technology', 'Optical Transmittance', 'Input Clock', 'Digital Signal Processing', 'Frequency division multiplexing', 'optical communications', 'Analog-to-digital Converter', 'Input Signal', 'Frequency Domain', 'Inter-symbol Interference', 'Frequency-domain analysis', 'Symbol Rate', '4-level pulse amplitude modulation', 'Optical Communication Systems', 'Impedance', 'Gbaud PAM4', 'Analog Multiplexer', 'Output Buffer', 'digital-to-analog converter (DAC)', 'Bandwidth']",cells frequency antenna communication array,7,Telecommunication Engineering
1407,Purple Mountain Observatory Chinese Academy of Sciences,United Kingdom,0.0111111111295096,0.5778254181011212,0.3332760374309116,0.0111115044628227,0.0111113520567362,0.0111111111692091,0.0111112576249569,0.0111136587366342,0.0111173070749876,0.0111112422131103,"['Cosmology: observations', 'Galaxies: evolution', 'Galaxies: formation', 'Galaxies: high-redshift', 'Submillimeter: galaxies']",cells frequency antenna communication array,7,Telecommunication Engineering
1408,Purwokerto,Indonesia,0.0076928832279277,0.0076936503646439,0.007692614801828,0.7130104247672021,0.0076926560308525,0.0076935102494385,0.0076925812763586,0.0076935580742189,0.2254451004783292,0.0076930207292002,"['Fuzzy C-means Clustering Method', 'Distribution Histogram', 'Clustering', 'Good Mood', 'Clustering methods', 'Navigation', 'Fuzzy C-Means', 'Atmospheric modeling', 'mood', 'Distribution Of Values', 'Fuzzy Clustering', 'song', 'Fuzzy C-means Clustering', 'Clustering Method', 'Traditional Clustering Methods', 'List Of Songs', 'Feature extraction', 'Entertainment industry', 'Fuzzy Logic', 'Song Characteristics', 'Fuzzy logic', 'Theory Of Emotions', 'Cluster Model', 'Fuzzy C-means', 'Mood', 'Sad Mood', 'Silhouette Coefficient', 'Energy Values', 'Clustering Process']",covid 19 analysis optical acid,4,Disease Analysis
1411,QDI Systems,Switzerland,0.0125005486698789,0.0125013379738427,0.012505245959451,0.0125019150488712,0.3177821465275181,0.0125003656065187,0.3045300442147528,0.2901724154586071,0.0125009494569194,0.0125050310836397,"['Electronic Collection', 'High-resolution', 'monolithic integration', 'nondestructive testing', 'Shortwave Infrared', 'Silicon', 'Image Sensor', 'Low Dark Current', 'medical diagnosis', 'Sensor Characteristics', 'silicon readout', 'X-ray Detector', 'X-ray imaging', 'Pixel Pitch', 'Development Of Sensors', 'PbS QDs', 'Photon Absorption', 'Plastic Tubes', 'X-ray', 'Tube Voltage', 'Digital Memory', 'composite defects', 'wide-spectral imaging', 'Sensors', 'Visible Light', 'Electrode', 'colloidal quantum dots (QDs)', 'dental imaging', 'Metal Screws', 'CMOS processes', 'NDT', 'short-wave infrared (SWIR)', 'Gray Code', 'Lead', 'Electrodes', 'Colloidal Quantum Dots', 'lead sulfide (PbS)', 'Low Power Consumption', 'Quantum Dots Layer', 'Printed Circuit Board', 'Photocurrent', 'Imaging', 'Non-destructive Testing', 'Visible Images', 'direct conversion', 'Dental Imaging', 'Optical sensors', 'Photonics']",hiv thailand bone cells poly,5,Biomedical Research
1414,Qingdao,China,0.0083351311555316,0.1162479740715967,0.0083345197460868,0.0083334393008545,0.0083343378510818,0.0083333744549871,0.0905495047039563,0.7348636800479026,0.0083333827391349,0.0083346559288672,"['Additive Noise', 'Digital Communication', 'Message Signal', 'Envelope Detector', 'Bit Error Rate', 'Digital Signal', 'BER', '2FSK', 'Horizontal Axis', 'modulation', 'Simulink simulation', 'Simulation', 'Signal Waveform', 'Education', 'Phase Shift Keying', 'Communication systems', 'Butterworth Filter', 'Noise Resistance', 'System Delay', 'Shift Keying', 'Communication Channels', 'Bit Error', 'Bit error rate', 'Modulation Of Signaling', 'Phase Change', 'Software packages', 'Power Spectrum', 'AWGN', 'Noise Immunity', 'Software tools', 'Code Elements', 'Time In Seconds', 'Carrier Frequency', 'Baseband Signal', 'Signal-to-noise', 'demodulation', 'Digital Modulation', 'Waveform Changes', 'Simulation Time', 'Error Rate']",carbon oil acid properties kidney,9,Chemical Science
1415,Qingdao Ruiyuan Engineering Group,China,0.0125001967853798,0.0125017276263045,0.0125001804925748,0.0125002849284615,0.0125011465968036,0.0125000306852784,0.0125003197608655,0.0125039547103665,0.0125005867310533,0.8874915716829117,"['Digital Pressure', 'Rock Mechanics', 'Compressive Strength Values', 'Hardness', 'Wide Range Of Applications', 'Test Method', 'Compressive Strength', 'Compressive Strength Test', 'Point Load', 'Strength Of Mortar', 'Cement Mortar', 'Strength Values', 'Close-range Photogrammetry', 'Specimen Width', 'Digital Machine', 'Accuracy', 'Rock Strength', 'Mortar', 'Test Block', 'Area measurement', 'Coefficient of variation', 'Point load strength', 'Compression Tests', 'Measurement Methods', 'Close-range photogrammetry', 'Reliability engineering', 'Nonparametric test', 'Value Of Block', 'Equivalent Diameter', 'Strength Measurements', 'Electrical Load', 'Core Surface', 'Fracture surface area', 'Uniaxial Compression Tests', 'Unconfined Compressive Strength', 'Fracture Surface', 'Software', 'Rocks', 'Cement industry', 'Uniaxial Compressive Strength', 'Minimum Area', 'Optical Character Recognition']",thailand social business based technology,1,Social and Business Studies
1416,Qingdao University,China,0.0076923076967204,0.0076923366516297,0.9307660276032088,0.0076933080930404,0.0076934486634395,0.0076929408613057,0.0076923081938575,0.0076924210241768,0.0076923113649691,0.0076925898476517,"['Adaptive systems', 'Trajectory tracking', 'Time-delay Systems', 'Current Constraints', 'Adaptive Neural Control', 'extended state observer (ESO)', 'Adaptive Control Scheme', 'Nonlinear Function', 'Backstepping Control', 'Simulation Results', 'Uncertainty', 'Simulation', 'Nonlinear Control Strategies', 'Transformation System', 'current constraints', 'Control Strategy', 'back-stepping control', 'Observers', 'Estimation Error', 'Tracking Error', 'Extended State Observer', 'Nonlinear Systems', 'Neural Control', 'Neural networks', 'Transforms', 'Derivative Of Error', 'Angular Velocity', 'Adaptive Backstepping', 'Nonlinear Scheme', 'Adaptive Backstepping Control', 'Barrier Lyapunov Function', 'servo system', 'adaptive neural network control (ANNC)', 'System Disturbances', 'Adaptive Neural Network', 'Permanent Magnet Synchronous Motor', 'Robust Control', 'Load Torque', 'Adaptive Control', 'Lyapunov Stability Theory', 'Neural Network', 'Excitation Function']",cancer health stress cell thailand,0,Medical Science
1417,Qinhuangdao,China,0.0090911811855598,0.2400856769626198,0.2015600178489419,0.2426550055406423,0.0090912088982345,0.2611510224879411,0.0090915651496392,0.0090921417591959,0.0090910316550619,0.0090911485121631,"['Heterogeneous Graph', 'Local Contrastive Learning', 'Graph Construction', 'Graph-based Methods', 'graph contrastive learning', 'Detection Of Groups', 'Vectors', 'Reviews', 'Automation', 'overlapping community detection', 'First-order Neighbors', 'local expansion method', 'User Nodes', 'Unsolicited e-mail', 'Community Detection', 'Graph Convolution', 'Self-supervised Learning', 'Poor Recall', 'Normal Users', 'Computer science', 'Graph Contrastive Learning', 'Path Information', 'Time Threshold', 'Representative Group', 'isolation forest algorithm', 'Rate Matrix', 'Forestry', 'Vector Representation', 'Graph Convolutional Network', 'spammer group detection', 'User Groups', 'Data Augmentation', 'Local Expansion', 'Similarity Matrix', 'Anomaly Values', 'Local Learning', 'Neighboring Nodes', 'Node Embeddings', 'Isolation Forest', 'Community Detection Algorithm', 'Self-supervised learning', 'Local Graph']",control species activity antioxidant thailand,6,Environmental Science
1419,Queen Elizabeth Hospital Hong Kong,Viet Nam,0.0111111111307984,0.0111111522000555,0.0111111931825409,0.0111114174373181,0.0111116499826858,0.8999988601018143,0.0111112301226997,0.0111111111531146,0.0111111568089706,0.011111117880002,['Not Available'],control species activity antioxidant thailand,6,Environmental Science
