,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
861,Johns Hopkins Bloomberg School of Public Health,Thailand,0.008335219,0.008334472,0.008335393,0.008333974,0.008337945,0.008336728,0.008333821,0.74448478,0.008334192,0.188833477,"['Acetaminophen', 'Health knowledge, attitudes, practice', 'Paracetamol', 'Self medication']",carbon oil acid properties kidney,9,Chemical Science
862,Johns Hopkins School of Medicine,Thailand,0.004762413,0.63289477,0.004762192,0.004762358,0.004764315,0.004762099,0.004762077,0.004763547,0.004763786,0.329002445,"['adenovirus', 'cidofovir', 'intravenous immunoglobulin', 'solid organ transplant']",cells frequency antenna communication array,7,Telecommunication Engineering
863,Johns Hopkins University,France,0.00500044,0.005000893,0.613344625,0.005000407,0.005000771,0.005000088,0.00500041,0.346651236,0.00500069,0.005000439,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Higgs physics']",cancer health stress cell thailand,0,Medical Science
864,Johns Hopkins University Krieger School of Arts and Sciences,United Kingdom,0.01429019,0.014288145,0.014285877,0.014286398,0.014286107,0.014286508,0.014291281,0.014285714,0.014287388,0.871412392,"['galaxies: evolution', 'galaxies: formation', 'galaxies: general']",thailand social business based technology,1,Social and Business Studies
865,Joint Clinical Research Center Uganda,United Kingdom,0.010000548,0.01,0.312252121,0.010001527,0.01,0.193027656,0.010006531,0.424710649,0.010000131,0.010000837,"['Clinical trial design', 'Pediatric clinical trials', 'Pediatric HIV']",carbon oil acid properties kidney,9,Chemical Science
866,Joint Institute for Nuclear Research,France,0.003846702,0.00384619,0.003847032,0.003846206,0.003846279,0.003846243,0.965381867,0.003846207,0.003846349,0.003846925,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Higgs physics']",vaccine learning drug thai molecular,2,Pharmaceutical Science
868,Joseph Ayo Babalola University,China,0.010005168,0.741815464,0.010000823,0.010000968,0.010000235,0.01000098,0.010000769,0.010000283,0.010005103,0.178170207,"['Heart', 'mind', 'psychocardiology', 'thalassemia']",cells frequency antenna communication array,7,Telecommunication Engineering
869,Joslin Diabetes Center,Thailand,0.909999176,0.010000053,0.010000018,0.010000015,0.010000029,0.01000003,0.010000502,0.01,0.010000102,0.010000074,['Not Available'],learning network data model neural,3,Artificial Intelligence
871,Juntendo University,Japan,0.8245707,0.001010251,0.001010196,0.00101023,0.001010125,0.001010282,0.001010183,0.001010156,0.001010192,0.167347684,"['Cone Beam', 'Particle beams', 'X-rays', 'Convolutional Neural Network', 'Computed tomography', 'Project Data', 'Scattering', 'Beam Hardening', 'Radiation hardening (electronics)', 'Radiation therapy', 'Training data']",learning network data model neural,3,Artificial Intelligence
872,Juraj Dobrila University of Pula,Croatia,0.340154755,0.001449328,0.00144951,0.351510106,0.001449634,0.00144963,0.298188266,0.00144974,0.001449456,0.001449576,"['Video Games', 'Alpha Coefficient', 'Pressure Plate', 'First Year Of Study', 'Visualization', 'Post-Use Questionnaire', 'Object Interaction', 'Year Of Study', 'Game Mechanics', 'Indie Game', 'Game Design', 'Games', 'Game Experience', 'Inventory System', 'Pixel-Art', 'Game Development', 'Visual Design', 'Engines', 'Player Movement', 'Videogames', 'Task analysis', 'User Experience', 'Game Genres', 'Unity Engine', 'Game World', 'Ray Casting', 'Visual Elements', 'Cronbach’s Alpha', 'Video Game Industry', 'Industries', '2D Platformer', 'Game Elements', 'Empirical Study', 'Human-Computer Interaction', 'State Machine', 'Video games', 'User experience', 'Game Level', 'Gaming Platforms', 'Puzzle Games', 'Experienced Players', 'Majority Of Participants', 'Successful Game', 'Behavioral Intention']",covid 19 analysis optical acid,4,Disease Analysis
873,Justus Liebig Universitat Giessen,Germany,0.770407768,0.002942216,0.002941251,0.206060811,0.0029412,0.002941347,0.00294131,0.002941207,0.002941544,0.002941345,"['Perceptual Effects', 'Low Arousal', 'Neutral Stimuli', 'Standards', 'arousal', 'Emotional Stimuli', 'Fast Fourier Transform', 'Dominant Frequency', 'Internal Clock', 'Near-death Experiences', 'haptics', 'Touch Perception', 'Perception Of Stimuli', 'Sound Duration', 'High Arousal', 'Time-stretch', 'Task analysis', 'Physiology', 'Vibrotactile Stimuli', 'Time Perception', 'Effect Of Duration', 'Stimulus Valence', 'Peak Amplitude', 'Timing', 'Arousal Stimuli', 'Emotions', 'Sound', 'audition', 'Actuators', 'Physiological Arousal', 'Main Effect Of Valence', 'Neutral Information', 'valence', 'Avoidance Behavior', 'Duration Information', 'vibrotactile feedback', 'Emotional Consequences', 'Effect Of Arousal', 'Time perception', 'Humans', 'Switches', 'Touch', 'Distortion', 'Effect Of Valence', 'Pacemaker', 'Auditory Stimuli', 'Main Effect Of Duration', 'Neutral Events']",learning network data model neural,3,Artificial Intelligence
877,KAIST,"Korea, Republic Of",0.862346246,0.060092799,0.001190602,0.069226828,0.001190505,0.001190542,0.001190581,0.001190516,0.001190709,0.001190673,"['Labeling', 'Pre-trained Language Models', 'Analytical models', 'Paraphrase', 'Training Set', 'Conditional Probability', 'Encoder-decoder', 'Natural Language', 'Input Sentence', 'Sentiment analysis', 'Sequence Labeling Problem', 'F1 Score', 'Signal processing', 'Aspect-based Sentiment Analysis', 'Semantic Information', 'Named Entity Recognition', 'Target Sentence', 'Semantics', 'Acoustics', 'Speech recognition', 'Sentiment Polarity']",learning network data model neural,3,Artificial Intelligence
879,KFUPM,Saudi Arabia,0.929591042,0.001098936,0.001099051,0.001098927,0.06161693,0.001098981,0.001098959,0.001098981,0.001099056,0.001099135,"['Computer vision', 'Chest X-ray', 'Augmentation Methods', 'Deep Learning', 'Binary Classification Task', 'Vertical Shift', 'Image Augmentation', 'Transfer Learning', 'Augmentation Techniques', 'Covid-19', 'Training data', 'Training', 'Horizontal Flip', 'Data Augmentation', 'Type Of Augmentation', 'Data Augmentation Techniques', 'Image Classification', 'Classification Task', 'Data models', 'Convolutional neural networks', 'Transfer Learning Model', 'Convolutional Neural Network', 'Binary Classification', 'Chest X-ray Images', 'Medical Imaging', 'Model Performance', 'Learning Models', 'COVID-19 Pneumonia', 'Convolutional Neural Network Model', 'Neural Network', 'CNN-based Models', 'COVID-19 Cases', 'Main Dataset', 'COVID-19', 'Deep Learning Models', 'ImageNet', 'AlexNet', 'Computational modeling', 'Deep-Learning']",learning network data model neural,3,Artificial Intelligence
880,KIIT Deemed to be University,India,0.226180958,0.110582479,0.001351397,0.001351802,0.001351557,0.017379233,0.001351609,0.001351537,0.637747853,0.001351576,"['classification techniques', 'Clean Data', 'machine learning', 'Software algorithms', 'Receiver Operating Characteristic Curve', 'Multilayer Perceptron(MLP)', 'Machine Learning Models', 'Decision Tree', 'defect prevention', 'Prevention Of Defects', 'Codes', 'Gradient Boosting Decision Tree', 'Quality Assurance', 'Software design', 'Best Fit', 'Support Vector Machine', 'Artificial Neural Network', 'Classification Techniques', 'defect prediction', 'Software Quality', 'Detection Techniques', 'Machine Learning', 'Solid modeling', 'Machine Learning Classifiers', 'Predictive models', 'Prediction Model', 'Software Development', 'Performance Of Algorithm', 'Confusion Matrix', 'Support vector machines', 'Machine learning algorithms', 'Software Defect', 'High-level Design', 'Software Applications', 'Training Dataset', 'Multilayer Perceptron', 'Gradient Boosting', 'Number Of Trees', 'False Positive Rate', 'Random Forest', 'Defect Prediction', 'Learning Algorithms']",energy power voltage analysis electric,8,Energy and Power Systems
881,KIIT Deemed to be University of,India,0.00102058,0.091284295,0.001020657,0.001020575,0.615003381,0.001020539,0.001020608,0.00102068,0.286568068,0.001020618,"['Lithium Ion', 'Batteries', 'Electric Vehicles', 'Node-Red', 'Voltage Mode', 'Circuit faults', 'Raspberry Pi', 'Electric vehicles', 'Switches', 'Electric Vehicles Battery', 'Internal Combustion Engine Vehicles', 'Battery State', 'Internet of things', 'Industrial Internet Of Things', 'Transportation', 'Vehicle Type', 'Renewable Energy Systems', 'State Of Charge', 'Battery Management System', 'Internet Of Things', 'Efficient Management', 'Fourth Step', 'Voltage', 'Wireless Systems', 'Electrochemical Cell', 'Electric Vehicle', 'Battery Temperature', 'Internet Of Things Devices', 'Battery management systems', 'Mechanical Design', 'Battery Performance', 'Cloud Computing', 'Battery State Of Charge']",hiv thailand bone cells poly,5,Biomedical Research
883,KK Hospital,Singapore,0.016666964,0.19161672,0.675035029,0.016671593,0.016668143,0.016669229,0.016669345,0.016669027,0.016667159,0.016666791,"['Asia', 'childhood', 'gastrointestinal', 'liver', 'obesity', 'probiotics']",cancer health stress cell thailand,0,Medical Science
884,KL Deemed to be University,India,0.001852445,0.001852252,0.001851966,0.053615403,0.001851957,0.001851966,0.001851977,0.001851956,0.931568072,0.001852005,"['Naive Bayes methods', 'complement naive bayes', 'Fast Speed', 'naïve bayes', 'Imbalanced Data', 'Class Values', 'Inherent Issues', 'Time In Seconds', 'Naive Method', 'Lowest Class', 'Engineering profession', 'Training', 'Low Memory', 'Overview Of Methodology', 'Bayesian Classifier', 'Support Vector Machine', 'Imbalanced Datasets', 'attributes', 'Performance analysis', 'Balanced Dataset', 'Hadoop', 'Class Probabilities', 'Market research', 'Big Data', 'Training Examples', 'Data Mining Technology', 'Memory Space', 'Inherent', 'Classification Performance', 'Failure Model', 'Probabilistic Model', 'Training Dataset', 'Positive Class', 'Working Model', 'Working Time', 'Imbalanced Dataset', 'Classification Datasets', 'Libraries', 'class', 'Computational modeling', 'Learning Algorithms']",energy power voltage analysis electric,8,Energy and Power Systems
885,KPJ Ampang Puteri Specialist Hospital,Denmark,0.0125,0.012500242,0.0125,0.887499757,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,"['Antidepressant', 'major depressive disorder', 'real-world study', 'vortioxetine']",covid 19 analysis optical acid,4,Disease Analysis
886,KTH Royal Institute of Technology,Sweden,0.006667299,0.006666769,0.006667952,0.006667306,0.214618048,0.006666738,0.569818311,0.006666667,0.006666703,0.168894207,"['Additive Noise', 'Orthogonal Frequency Division Multiplexing', 'Bit Error Rate Performance', 'Multiple-input Multiple-output Systems', 'Quantization (signal)', 'Uniform Linear Array', 'waveform design', 'Quantum', 'Integrated Sensing And Communication', 'Efficient Algorithm', 'Constant Modulus', 'Beampattern', 'Wireless communication', 'Communication Systems', 'Prevention and mitigation', 'Heuristic Design', 'Quantization Noise', 'Internet Of Things', 'Analog-to-digital Converter', 'Optimization Framework', 'Communication Tasks', 'Symbols', 'ISAC', 'Quantization Effects', 'System analysis and design', 'low-resolution quantization', 'Multiple-input Multiple-output', 'Integrated sensing and communication', 'User Channel', 'Performance Of Communication Systems', 'System Performance', 'Quantized precoding', 'Waveform Design', 'Scaling Factor', 'Path Loss', 'Optimization Problem', '1-bit DAC', 'OFDM', 'Echo Signal', 'Radar Cross Section', 'Ergogenic']",vaccine learning drug thai molecular,2,Pharmaceutical Science
887,KU Leuven,Belgium,0.016666793,0.016671223,0.016668539,0.016666672,0.01666895,0.016671295,0.016666796,0.84997924,0.016672799,0.016667692,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
890,Kaist,South Georgia And The South Sandwich Islands,0.913544624,0.001470647,0.001470614,0.001470991,0.001470611,0.001470791,0.001470648,0.074689291,0.001471108,0.001470673,"['Vector quantization', 'Feature Maps', 'Aerospace electronics', 'Latent Space', 'Sample Efficiency', 'Image Quantization', 'Translation Operators', 'Stage 2', 'Quantum', 'Translation Invariance', 'Global Average Pooling', 'Training Set', 'Rainbow', 'Translation Equivariance', 'Max-pooling', 'Task analysis', 'Text-Image Generation', 'Training', 'Transformer', 'Aliasing', 'Convolutional Neural Network', 'Perceptual Loss', 'Embedding Vectors', 'Low-pass', 'Acoustics', 'Vector Quantization', 'Sampling Efficiency', 'Focusing', 'Speech processing']",learning network data model neural,3,Artificial Intelligence
891,Kakinada,India,0.64494144,0.282320519,0.009091048,0.009095442,0.009091019,0.00909314,0.00909164,0.009092533,0.009091549,0.00909167,"['Temperature', 'Health Status', 'Local Patients', 'Parameters In Patients', 'Continuous Glucose Monitoring', 'Heart Rate Sensor', 'Heart rate', 'Blood Pressure', 'Glucose Sensor', 'Temperature Sensor', 'GSM', 'Cloud computing', 'Internet Of Things', 'Global Positioning System', 'microcontroller', 'Diastolic Blood Pressure', 'Arduino IoT cloud', 'Analogous Values', 'Rate Of Patients', 'Pulse Rate', 'Systolic Blood Pressure', 'Hardware Devices', 'Lot Of Applications', 'Oxygen Sensor', 'BP sensor', 'Health Monitoring System', 'Normal Values', 'Medical services', 'Wearable System', 'Levels In Patients', 'Body Temperature', 'Blood Glucose', 'Temperature measurement', 'Wearable Monitoring', 'Personal Body', 'Wearable Bracelet', 'Biomedical monitoring', 'Universal Serial Bus', 'Temperature sensors', 'Microcontrollers', 'Oxygen Saturation', 'Temperature Of Patients']",learning network data model neural,3,Artificial Intelligence
893,Kalyani,India,0.505650781,0.001470692,0.482582395,0.001470814,0.001470903,0.001470886,0.001470864,0.001470632,0.001470851,0.001471181,"['Metaheuristic', 'Particle Swarm Optimization', 'COVID-19', 'Trading System', 'Power supplies', 'Smart Contracts', 'Cases Of Infection', 'Power System', 'Energy Trading', 'Cost function', 'Certain Amount Of Energy', 'smart contract', 'CHIO', 'Microgrids', 'Power system modeling', 'Cost Function', 'Gradient Method', 'Microgrid System', 'Energy Source', 'Smart Meters', 'herd immunity', 'Present Scheme', 'Genetic Algorithm Algorithms', 'Data Block', 'Heuristic algorithms', 'Microgrid', 'Optimal Power Flow', 'Power Trade', 'blockchain', 'Energy Capacity', 'Blockchains', 'Optimization Algorithm', 'Dispatch System', 'Newton Method', 'Blockchain Technology', 'Social Distancing', 'Power System Model', 'Market Power', 'power trading', 'Bidding']",learning network data model neural,3,Artificial Intelligence
894,Kameda Medical Center,China,0.008333419,0.398657459,0.232177432,0.008334783,0.008333738,0.008334381,0.310821684,0.008337024,0.008333374,0.008336705,['Not Available'],cells frequency antenna communication array,7,Telecommunication Engineering
895,Kamphaeng Saen Campus,Thailand,0.005882685,0.005884641,0.005882686,0.005883831,0.0887519,0.00588253,0.415674013,0.454391228,0.005882632,0.005883854,"['Duck', 'Eggs', 'Food safety', 'Heavy metal', 'Thailand']",carbon oil acid properties kidney,9,Chemical Science
896,Kanazawa University Graduate School of Medical Sciences,Thailand,0.007142875,0.007143394,0.186385873,0.00714321,0.382349556,0.381262236,0.007142889,0.007143647,0.007142995,0.007143324,['Not Available'],hiv thailand bone cells poly,5,Biomedical Research
897,Kangar,Malaysia,0.94227544,0.001666767,0.001666765,0.04438915,0.001666748,0.001666865,0.001667856,0.001666702,0.001666831,0.001666876,"['Global Positioning System', 'Spirals', '5G Technology', 'Wireless communication', 'Patch antenna', 'Orbital Angular Momentum', '5G mobile communication', 'Wireless', 'Orbital calculations', 'Future wireless communication', 'Phase Distribution', 'Circular Array Antenna', 'Array antenna', 'Reflection Coefficient', 'Circular Antenna', 'Phase Difference', 'Microwave antennas', 'Radiation Pattern', 'Vortex waves', 'Feeding Network', 'Shape', 'Radio frequency', 'OAM waves', 'Adjacent Elements', 'Orbital Angular Momentum Modes', 'Ground Plane', 'Fifth generation', 'Antenna Array']",learning network data model neural,3,Artificial Intelligence
898,Kangeyam,India,0.014285714,0.014285715,0.01428665,0.014286017,0.871421661,0.014286693,0.014286144,0.014289969,0.014285714,0.014285723,"['Multi-core', 'Least Amount Of Time', 'Independent Tasks', 'Load Transfer', 'Dynamic Scheduling', 'Computational Resources', 'optimization', 'Resource management', 'Resource Capabilities', 'Time factors', 'Throughput', 'Idle Time', 'Task Scheduling', 'Round Robin', 'Cloud Computing', 'Amount Of Time', 'Number Of Migrants', 'Service Quality', 'Load Distribution', 'Cloud Infrastructure', 'Task Length', 'Fault-tolerant', 'Virtual Machines', 'Task Queue', 'Quality of service', 'Response Time', 'Dynamic scheduling', 'Resource Management', 'Data Center', 'Weighted Round-robin', 'Scheduling Algorithm', 'Reaction Time', 'Load Balancing', 'Completion Time', 'Bin Packing', 'round robin', 'Load management', 'cloud computing', 'Cloud computing', 'Cloud Environment', 'Load balancing']",hiv thailand bone cells poly,5,Biomedical Research
899,Kansai University,Indonesia,0.012501619,0.012500576,0.012501583,0.012500211,0.887488137,0.012501471,0.0125,0.012504683,0.012500488,0.012501232,"['Next generation attenuation model', 'Northern Thailand', 'Peak ground acceleration', 'Seismic response analysis', 'Tarlay earthquake']",hiv thailand bone cells poly,5,Biomedical Research
900,Kansas State University,France,0.005882501,0.005882567,0.005882438,0.005882398,0.005882907,0.005882387,0.005882502,0.005882416,0.947057332,0.00588255,"['Hadron-Hadron scattering (experiments)', 'Supersymmetry']",energy power voltage analysis electric,8,Energy and Power Systems
901,Kapteyn Instituut,United Kingdom,0.011111164,0.011115959,0.899984056,0.011111111,0.011113036,0.011112092,0.011112374,0.011112571,0.011111459,0.011116178,"['Cosmology: observations', 'Galaxies: evolution', 'Galaxies: formation', 'Galaxies: high-redshift', 'Submillimeter: galaxies']",cancer health stress cell thailand,0,Medical Science
902,Karad,India,0.917187925,0.001205118,0.001204858,0.001204909,0.001204829,0.001204858,0.001204857,0.001204839,0.073172943,0.001204863,"['Healthcare Costs', 'Costs', 'Early Detection', 'Learning Algorithms', 'Decision Support System', 'Machine Learning Systems', 'Early Diagnosis', 'Gradient Boosting', 'Lower Healthcare Costs', 'Machine Learning (ML)', 'F1 Score', 'Sepsis Patients', 'Clinical Decision Support Systems', 'Septic Shock', 'Decision making', 'Prediction Algorithms', 'Vital Signs', 'Target Variable', 'Ethics', 'Decision Tree', 'Patient Outcomes', 'Sepsis Survivors', 'Early Diagnosis Of Sepsis', 'Patient Care', 'Legionella', 'Clinical Decision-making', 'Complex Statistical Models', 'Machine learning algorithms', 'Prediction Time', 'Weak Learners', 'Sepsis', 'Detection Of Sepsis', 'Early Sepsis', 'Fast Prediction', 'Medical services', 'Training Time', 'Training', 'Performance Of Algorithm', 'Hospital Patients', 'Early Sepsis Detection']",learning network data model neural,3,Artificial Intelligence
906,Karunya Institute of Technology and Sciences,India,0.012500001,0.01250425,0.012501742,0.012503186,0.012503562,0.012503505,0.012501203,0.887478114,0.012503247,0.012501191,"['LSTM algorithm', 'Machine Learning Approaches', 'stock prediction', 'Short-term Memory', 'Deep Learning', 'forecasting', 'Traditional Machine Learning Models', 'Decision trees', 'Patterns In Data', 'Decision Boundary', 'Futures Prices', 'Support vector machines', 'Predictive models', 'Stock Market Prediction', 'Data models', 'Model Performance', 'Stock Index', 'Statistical Models', 'K-nearest Neighbor', 'Learning Algorithms', 'XGBoost', 'Training', 'Heuristic algorithms', 'Mean Absolute Error', 'Stock Market', 'deep learning', 'Stock Value', 'Recurrent Neural Network', 'Stock Price', 'time series data', 'Adaptation models', 'Sentiment Analysis', 'Accuracy Of Model', 'investment strategy', 'Support Vector Machine', 'Decision Tree', 'Intricate Patterns', 'Machine Learning', 'Historical Price', 'Neural Network', 'Complex Dynamics', 'Predictive Performance Of Models', 'Prediction Model']",carbon oil acid properties kidney,9,Chemical Science
907,Karunya Institute of Technology and science,India,0.121677097,0.009091007,0.009093633,0.009094496,0.009092585,0.009091781,0.009096445,0.009091648,0.009093207,0.805578102,"['Improvement In Recall', 'Residual Connection', 'Early Detection', 'Eye diseases', 'Retina', 'Medical services', 'Treatment Plan', 'Deep Learning Models', 'Deep Belief Network', 'Predictive Capability Of The Model', 'Glaucoma', 'False Negative', 'Disease Detection', 'Visualization', 'Ophthalmology', 'Eye Disease Classification', 'Inception Module', 'Medical Imaging', 'Fine-tuning', 'Retinal Fundus Images', 'Image Classification', 'Eye Disease', 'Computer Vision', 'Early Detection Of Disease', 'Inception-ResNet V2', 'Human Eye', 'Increase In Accuracy', 'False Positive', 'Exceptional Characteristics', 'Cataract', 'Feature extraction', 'Improvement In Precision', 'Large-scale Datasets', 'Age-related Macular Degeneration', 'Deep Learning', 'Precision And Recall', 'Field Of Ophthalmology', 'Deep Neural Network', 'Transfer Learning', 'Data Augmentation', 'Feature Extraction Capability', 'Identification Of Risk Factors', 'Retinal Images']",thailand social business based technology,1,Social and Business Studies
908,Kasetsart University,Thailand,0.003572747,0.003571461,0.003573188,0.003571985,0.00357232,0.888604165,0.003572602,0.003571764,0.082817369,0.003572399,"['CP22', 'Photosynthesis', 'Rice', 'Salt stress', 'Salt tolerance gene']",control species activity antioxidant thailand,6,Environmental Science
909,Kasetsart University Sriracha Campus,Thailand,0.183773218,0.016667579,0.682885086,0.016666667,0.016667198,0.01666912,0.016666783,0.016666907,0.016670776,0.016666667,"['Coarse-grained model', 'Monte Carlo simulation', 'Protein folding', 'Thermal response', 'Transmembrane protein CorA']",cancer health stress cell thailand,0,Medical Science
910,Kawasaki Medical School,Thailand,0.016666667,0.016666667,0.183336544,0.016666667,0.016666667,0.016667025,0.016666667,0.683328842,0.016666667,0.016667588,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
911,Keele Business School,United Kingdom,0.014286295,0.01428618,0.014289614,0.014286003,0.471517041,0.014285897,0.014286999,0.014286495,0.014286847,0.414188629,"['Environmental policy', 'fertility', 'great transition', 'human capital']",hiv thailand bone cells poly,5,Biomedical Research
912,Keio University,Japan,0.170863653,0.267891043,0.002857211,0.541242488,0.002857951,0.002857484,0.002857796,0.002857209,0.002857848,0.002857318,"['Knee Angle', 'Walking Conditions', 'Motion Data', 'Fast Walking', 'Level Of Accuracy', 'Biped Locomotion', 'Force measurement', 'Reaction Force', 'Normal Speed', 'Walking In A Straight Line', 'Motion Capture System', 'Legged locomotion', 'Gait Analysis', 'Pressure Force', 'Anterior Cruciate Ligament', 'Wearable Devices', 'Wearable computers', 'Wide Range Of Fields', 'Force Plate', 'Force Sensitive Resistors', 'Motion Force', 'Shape', 'Reaction Center', 'Force', 'Walking Model', 'Center Of Pressure', 'Bipedal Walking', 'Motion Capture', 'Simple Walk', 'Shape measurement', 'Body Shape', 'Pressure measurement', 'Round Trip', 'Ground Reaction Force']",covid 19 analysis optical acid,4,Disease Analysis
913,Keio University School of Medicine,United Kingdom,0.014287877,0.014287289,0.373396763,0.014286193,0.014290102,0.014286056,0.512302238,0.014287764,0.014286625,0.014289094,['Not Available'],vaccine learning drug thai molecular,2,Pharmaceutical Science
914,Key Lab of Energy Thermal Conversion and Control,China,0.00833348,0.008334368,0.008335707,0.008334856,0.183603331,0.588678347,0.008334322,0.169377683,0.008333768,0.008334138,"['Bio-syngas', 'Biomass', 'Fischer-Tropsch synthesis (FTS)', 'FT-Oli', 'Isomerized hydrocarbon', 'Oligomerization']",control species activity antioxidant thailand,6,Environmental Science
916,Khalifa University,Austria,0.917838479,0.001250114,0.021309434,0.001250073,0.001250134,0.001250233,0.052101128,0.001250045,0.001250213,0.001250146,"['Potential Privacy', 'Driver Assistance', 'Privacy', 'Smart Devices', 'Privacy Threats', 'Automobiles', 'IoT', 'Internet Devices', 'Vehicular ad hoc networks', 'Denial Of Service', 'Threat Modeling', 'Potential Attacks', 'Predictive Maintenance', 'Security Vulnerabilities', 'Communication Technologies', 'Types Of Connections', 'Artificial Intelligence', 'Internet Of Things', 'Autonomous Vehicles', 'Security Threats', 'Types Of Threats', 'Personal Information', 'Advanced Driver Assistance Systems', 'User Acceptance', 'Artificial Intelligence Systems', 'Robust Mechanism', 'Cyberphysical Systems', 'Threat modeling', 'Connected Cars', 'Object recognition', 'Internet of Things', 'User Privacy', 'Threat Model', 'Controller Area Network', 'Control Unit', 'Connected vehicles']",learning network data model neural,3,Artificial Intelligence
917,Kharazmi University,"Iran, Islamic Republic Of",0.936957804,0.0018182,0.048495148,0.001818251,0.001818271,0.001818332,0.001818205,0.001818704,0.001818492,0.001818592,"['Information Gain', 'Classification Algorithms', 'Training Data', 'heart disease diagnosis', 'Null value', 'Hybrid Model', 'Backpropagation Method', 'Null Value', 'Effects Of Characteristics', 'Predictive models', 'Correlation coefficient', 'Backpropagation', 'Root Node', 'Prediction algorithms', 'Cardiovascular Disease', 'Heart Disease Prediction', 'Bayesian Model', 'Forecast Accuracy', 'Diagnosis Model', 'Decision Tree Algorithm', 'Neural networks', 'Cluster Sampling', 'Network Propagation', 'classification', 'basic component analysis', 'Instructive Example', 'Diagnosis Of Heart Disease', 'Data Mining', 'pearson correlation coefficient', 'Data Pre-processing', 'Coordinate Axis', 'Tremendous Amount Of Data', 'Basic Algorithm', 'Clustering algorithms', 'K-means Algorithm', 'Target Features', 'Remaining Data Sets', 'feature selection', 'Correlation Coefficient', 'Decision Tree', 'Neural Network', 'Heart']",learning network data model neural,3,Artificial Intelligence
918,Khlong Luang,Singapore,0.006251128,0.130565016,0.304282113,0.006250371,0.00625152,0.006250391,0.006251273,0.006250514,0.006251537,0.521396137,"['hip exoskeleton', 'Exoskeletons', 'Training', 'Feature extraction', 'Support vector machines', 'Legged locomotion', 'Lateral walking', 'multi-step-ahead prediction', 'stacked denoise autoencoder', 'meta learning', 'Hip', 'Long short term memory', 'gait phase recognition']",thailand social business based technology,1,Social and Business Studies
919,Khon Kaen Regional Hospital,France,0.012500399,0.012500845,0.012500072,0.012500871,0.012500508,0.012500205,0.012500505,0.887494659,0.012501119,0.012500817,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
920,Khon Kaen University,France,0.005555571,0.005555858,0.005556059,0.00555595,0.005557395,0.005555668,0.005555882,0.812695235,0.00555561,0.142856771,"['entecavir', 'HBeAg negative hepatitis B virus infection', 'nucleos(t)ide discontinuation', 'tenofovir', 'Virological relapse']",carbon oil acid properties kidney,9,Chemical Science
921,Kidney Department of Medicine of Sunpasitthiprasong Hospital,Thailand,0.009091167,0.39256053,0.334768213,0.009092596,0.009091552,0.009091818,0.209023242,0.009093192,0.009095678,0.009092012,"['Fungal peritonitis', 'Intracatheter', 'Paradoxical', 'Peritoneal dialysis (PD)']",cells frequency antenna communication array,7,Telecommunication Engineering
922,Kindai University Nara Hospital,China,0.006667463,0.006667115,0.409435677,0.006667057,0.537224299,0.006667293,0.0066681,0.006667283,0.006667212,0.006668501,['Not Available'],hiv thailand bone cells poly,5,Biomedical Research
923,Kindai University School of Medicine,China,0.014285726,0.014285845,0.014285714,0.014287429,0.294796487,0.014286538,0.014285714,0.590910707,0.014286498,0.014289341,"['Asia', 'Follicular variant of papillary thyroid carcinoma', 'NIFTP', 'Papillary thyroid carcinoma', 'Thyroid cancer']",carbon oil acid properties kidney,9,Chemical Science
924,King Abdulaziz University,France,0.004347951,0.865569261,0.099644035,0.00434809,0.004348332,0.004348716,0.004348305,0.00434862,0.004348409,0.004348283,['Not Available'],cells frequency antenna communication array,7,Telecommunication Engineering
925,King Chulalongkorn Memorial Hospital,China,0.00769247,0.467244569,0.007694015,0.101670885,0.00769412,0.007693564,0.007692497,0.377232362,0.007692595,0.007692922,['Not Available'],cells frequency antenna communication array,7,Telecommunication Engineering
